Date,Visitor,Visitor Score,Home Team,Home Score,Line
12/29/2014,Texas A+M,45,West Virginia,37,
12/29/2014,Oklahoma,6,Clemson,40,
12/29/2014,Arkansas,31,Texas,7,
12/30/2014,Notre Dame,31,Louisiana State,28,
12/30/2014,Georgia,37,Louisville,14,
12/30/2014,Maryland,21,Stanford,45,
12/31/2014,Mississippi,3,Texas Christian,42,
12/31/2014,Boise State,38,Arizona,30,
12/31/2014,Mississippi State,34,Georgia Tech,49,
1/1/2015,Auburn,31,Wisconsin,34,
1/1/2015,Michigan State,42,Baylor,41,
1/1/2015,Missouri,33,Minnesota,17,
1/1/2015,Oregon,59,Florida State,20,
1/1/2015,Alabama,35,Ohio State,42,
1/2/2015,Houston,35,Pittsburgh,34,
1/2/2015,Iowa,28,Tennessee,45,
1/2/2015,Kansas State,35,U.C.L.A.,40,
1/2/2015,Washington,22,Oklahoma State,30
1/3/2015,East Carolina,20,Florida,28,
1/4/2015,Toledo,63,Arkansas State,44,
1/5/2015,Oregon,20,Ohio State,42,
